comments;description;duration;event;main_speaker;occupation;title
124;In the quest to map the brain, many scientists have attempted the incredibly daunting task of recording the activity of each neuron. Gero Miesenboeck works backward -- manipulating specific neurons to figure out exactly what they do, through a series of stunning experiments that reengineer the way fruit flies percieve light.;1054;TEDGlobal 2010;Gero Miesenboeck;Optogeneticist;Re-engineering the brain
226;Musical innovator Andrew Bird winds together his trademark violin technique with xylophone, vocals and sophisticated electronic looping. Add in his uncanny ability to whistle anything, and he becomes a riveting one-man orchestra.;1159;TED2010;Andrew Bird;Musician;A one-man orchestra of the imagination
156;Designer Emily Pilloton moved to rural Bertie County, in North Carolina, to engage in a bold experiment of design-led community transformation. She's teaching a design-build class called Studio H that engages high schoolers' minds and bodies while bringing smart design and new opportunities to the poorest county in the state.;1003;TEDGlobal 2010;Emily Pilloton;Humanitarian design activist;Teaching design for change
74;Civil wars and ethnic conflicts have brought the world incredible suffering, but Stefan Wolff's figures show that, in the last 20 years, their number has steadily decreased. He extracts critical lessons from Northern Ireland, Liberia, Timor and more to show that leadership, diplomacy and institutional design are our three most effective weapons in waging peace.;1055;TEDGlobal 2010;Stefan Wolff;Ethnic conflicts scholar;The path to ending ethnic conflicts
850;Aaron Huey's effort to photograph poverty in America led him to the Pine Ridge Indian Reservation, where the struggle of the native Lakota people -- appalling, and largely ignored -- compelled him to refocus. Five years of work later, his haunting photos intertwine with a shocking history lesson.;927;TEDxDU 2010;Aaron Huey;Photographer;America's native prisoners of war
146;FLA head Auret van Heerden talks about the next frontier of workers' rights -- globalized industries where no single national body can keep workers safe and protected. How can we keep our global supply chains honest? Van Heerden makes the business case for fair labor.;1066;TEDGlobal 2010;Auret van Heerden;Labor-rights activist;Making global labor fair
134;Ecologist Eric Berlow doesn't feel overwhelmed when faced with complex systems. He knows that more information can lead to a better, simpler solution. Illustrating the tips and tricks for breaking down big issues, he distills an overwhelming infographic on U.S. strategy in Afghanistan to a few elementary points.;222;TEDGlobal 2010;Eric Berlow;Ecologist;Simplifying complexity
579;From rockets to stock markets, many of humanity's most thrilling creations are powered by math. So why do kids lose interest in it? Conrad Wolfram says the part of math we teach -- calculation by hand -- isn't just tedious, it's mostly irrelevant to real mathematics and the real world. He presents his radical idea: teaching kids math through computer programming.;1039;TEDGlobal 2010;Conrad Wolfram;Mathematician;Teaching kids real math with computers
388;"TED collaborates with animator Andrew Park to illustrate Denis Dutton's provocative theory on beauty -- that art, music and other beautiful things, far from being simply ""in the eye of the beholder,"" are a core part of human nature with deep evolutionary origins.";933;TED2010;Denis Dutton;Philosopher;A Darwinian theory of beauty
52;Computer science professor Shimon Schocken is also an avid mountain biker. To share the life lessons he learned while riding, he began an outdoor program with Israel's juvenile inmates and was touched by both their intense difficulties and profound successes. Photographs by Raphael Rabinovitz.;946;TEDxTelAviv 2010;Shimon Schocken;Computer Scientist, Educator;What a bike ride can teach you
305;Join John Hardy on a tour of the Green School, his off-the-grid school in Bali that teaches kids how to build, garden, create (and get into college). The centerpiece of campus is the spiraling Heart of School, perhaps the world's largest freestanding bamboo building.;815;TEDGlobal 2010;John Hardy;Designer, educator;My green school dream
31;Kristina Gjerde studies the law of the high seas -- the 64 percent of our ocean that isn't protected by any national law at all. Gorgeous photos show the hidden worlds that Gjerde and other lawyers are working to protect from trawling and trash-dumping, through smart policymaking and a healthy dose of PR.;946;Mission Blue Voyage;Kristina Gjerde;High seas policy advisor;Making law on the high seas
140;Neuropsychologist Kim Gorgens makes the case for better protecting our brains against the risk of concussion -- with a compelling pitch for putting helmets on kids.;561;TEDxDU 2010;Kim Gorgens;Neuropsychologist;Protecting the brain against concussion
187;"In war we often see only the frontline stories of soldiers and combat. AT TEDGlobal 2010, Zainab Salbi tells powerful ""backline"" stories of women who keep everyday life going during conflicts, and calls for women to have a place at the negotiating table once fighting is over.";1066;TEDGlobal 2010;Zainab Salbi;Activist and social entrepreneur;Women, wartime and the dream of peace
589;Jason Fried has a radical theory of working: that the office isn't a good place to do it. He calls out the two main offenders (call them the M&Ms) and offers three suggestions to make the workplace actually work.;921;TEDxMidwest;Jason Fried;Software entrepreneur;Why work doesn't happen at work
189;In this funny and inspiring talk, Dan Phillips tours us through a dozen homes he's built in Texas using recycled and reclaimed materials in wildly creative ways. Brilliant, low-tech design details will refresh your own drive to make more with less.;1077;TEDxHouston;Dan Phillips;Builder;Creative houses from reclaimed stuff
767;At a TEDx event, 11-year-old Birke Baehr presents his take on a major source of our food -- far-away and less-than-picturesque industrial farms. Keeping farms out of sight promotes a rosy, unreal picture of big-box agriculture, he argues, as he outlines the case to green and localize food production.;314;TEDxNextGenerationAsheville;Birke Baehr;Aspiring organic farmer;What's wrong with our food system
366;"William Ury, author of ""Getting to Yes,"" offers an elegant, simple (but not easy) way to create agreement in even the most difficult situations -- from family conflict to, perhaps, the Middle East.";1125;TEDxMidwest;William Ury;Mediator;"The walk from ""no"" to ""yes"""
297;Marcel Dicke makes an appetizing case for adding insects to everyone's diet. His message to squeamish chefs and foodies: delicacies like locusts and caterpillars compete with meat in flavor, nutrition and eco-friendliness.;994;TEDGlobal 2010;Marcel Dicke;Ecological entomologist;Why not eat insects?
233;"No one knows exactly how many landmines still litter the world, but it's safe to say: millions, waiting to kill and maim unsuspecting civilians. Clearing them is slow, expensive and dangerous. The founder of Apopo, Bart Weetjens, talks about his extraordinary project: training rats to sniff out land mines. He shows clips of his ""hero rats"" in action, and previews his work's next phase: teaching them to turn up tuberculosis in the lab.";731;TEDxRotterdam 2010;Bart Weetjens;Product developer;How I taught rats to sniff out land mines
117;If you've been in a restaurant kitchen, you've seen how much food, water and energy can be wasted there. Chef Arthur Potts-Dawson shares his very personal vision for drastically reducing restaurant, and supermarket, waste -- creating recycling, composting, sustainable engines for good (and good food).;529;TEDGlobal 2010;Arthur Potts Dawson;Green chef;A vision for sustainable restaurants
209;"Halla TГіmasdГіttir managed to take her company Audur Capital through the eye of the financial storm in Iceland by applying 5 traditionally ""feminine"" values to financial services. At TEDWomen, she talks about these values and the importance of balance.";585;TEDWomen 2010;Halla TГіmasdГіttir;Change catalyst;A feminine response to Iceland's financial crash
893;"At TEDWomen, Tony Porter makes a call to men everywhere: Don't ""act like a man."" Telling powerful stories from his own life, he shows how this mentality, drummed into so many men and boys, can lead men to disrespect, mistreat and abuse women and each other. His solution: Break free of the ""man box.""";673;TEDWomen 2010;Tony Porter;Author, educator, activist;A call to men
220;Kiran Bedi has a surprising resume. Before becoming Director General of the Indian Police Service, she managed one of the country's toughest prisons -- and used a new focus on prevention and education to turn it into a center of learning and meditation. She shares her thoughts on visionary leadership at TEDWomen.;527;TEDWomen 2010;Kiran Bedi;Corrections pioneer;A police chief with a difference
831;"Hanna Rosin reviews startling new data that shows women actually surpassing men in several important measures, such as college graduation rates. Do these trends, both US-centric and global, signal the ""end of men""? Probably not -- but they point toward an important societal shift worth deep discussion.";972;TEDWomen 2010;Hanna Rosin;Journalist;New data on the rise of women
301;Diana Laufenberg shares three surprising things she has learned about teaching -- including a key insight about learning from mistakes.;605;TEDxMidAtlantic;Diana Laufenberg;Educator;How to learn? From mistakes
219;Babble.com publishers Rufus Griscom and Alisa Volkman, in a lively tag-team, expose 4 facts that parents never, ever admit -- and why they should. Funny and honest, for parents and nonparents alike.;1028;TEDWomen 2010;Rufus Griscom + Alisa Volkman;Website co-founders;Let's talk parenting taboos
291;"In her talk, Rachel Botsman says we're ""wired to share"" -- and shows how websites like Zipcar and Swaptree are changing the rules of human behavior.";994;TEDxSydney;Rachel Botsman;Trust researcher;The case for collaborative consumption
473;In this talk from RSA Animate, Sir Ken Robinson lays out the link between 3 troubling trends: rising drop-out rates, schools' dwindling stake in the arts, and ADHD. An important, timely talk for parents and teachers.;700;RSA Animate;Ken Robinson;Author/educator;Changing education paradigms
153;Beverly + Dereck Joubert live in the bush, filming and photographing lions and leopards in their natural habitat. With stunning footage (some never before seen), they discuss their personal relationships with these majestic animals -- and their quest to save the big cats from human threats.;1040;TEDWomen 2010;Beverly + Dereck Joubert;Conservationists, filmmakers;Life lessons from big cats
868;Facebook COO Sheryl Sandberg looks at why a smaller percentage of women than men reach the top of their professions -- and offers 3 powerful pieces of advice to women aiming for the C-suite.;898;TEDWomen 2010;Sheryl Sandberg;COO, Facebook;Why we have too few women leaders
68;The future of green is local. Majora Carter tells three inspiring stories of people who are saving their own communities while saving the planet.;1079;TEDxMidwest;Majora Carter;Activist for environmental justice;3 stories of local eco-entrepreneurship
1927;BrenГ© Brown studies human connection -- our ability to empathize, belong, love. In a poignant, funny talk, she shares a deep insight from her research, one that sent her on a personal quest to know herself as well as to understand humanity. A talk to share.;1219;TEDxHouston;BrenГ© Brown;Vulnerability researcher;The power of vulnerability
272;"In an intimate talk, Barry Schwartz dives into the question ""How do we do the right thing?"" With help from collaborator Kenneth Sharpe, he shares stories that illustrate the difference between following the rules and truly choosing wisely.";1387;TEDSalon NY2011;Barry Schwartz;Psychologist;Using our practical wisdom
409;In this short talk, Arianna Huffington shares a small idea that can awaken much bigger ones: the power of a good night's sleep. Instead of bragging about our sleep deficits, she urges us to shut our eyes and see the big picture: We can sleep our way to increased productivity and happiness -- and smarter decision-making.;250;TEDWomen 2010;Arianna Huffington;Journalist;How to succeed? Get more sleep
2374;"Lesley Hazleton sat down one day to read the Koran. And what she found -- as a non-Muslim, a self-identified ""tourist"" in the Islamic holy book -- wasn't what she expected. With serious scholarship and warm humor, Hazleton shares the grace, flexibility and mystery she found, in this myth-debunking talk.";573;TEDxRainier;Lesley Hazleton;Writer, psychologist;On reading the Koran
214;Musician and researcher Charles Limb wondered how the brain works during musical improvisation -- so he put jazz musicians and rappers in an fMRI to find out. What he and his team found has deep implications for our understanding of creativity of all kinds.;991;TEDxMidAtlantic;Charles Limb;Researcher;Your brain on improv
207;Working with a team of physicists, Dr. Deborah Rhodes developed a new tool for tumor detection that's 3 times as effective as traditional mammograms for women with dense breast tissue. The life-saving implications are stunning. So why haven't we heard of it? Rhodes shares the story behind the tool's creation, and the web of politics and economics that keep it from mainstream use.;1268;TEDWomen 2010;Deborah Rhodes;Physician, cancer researcher;A test that finds 3x more breast tumors, and why it's not available to you
592;Neil Pasricha's blog 1000 Awesome Things savors life's simple pleasures, from free refills to clean sheets. In this heartfelt talk, he reveals the 3 secrets (all starting with A) to leading a life that's truly awesome.;1053;TEDxToronto 2010;Neil Pasricha;Director, The Institute for Global Happiness;The 3 A's of awesome
205;"Nobel Peace laureate Jody Williams brings tough love to the dream of world peace, with her razor-sharp take on what ""peace"" really means, and a set of profound stories that zero in on the creative struggle -- and sacrifice -- of those who work for it.";652;TEDWomen 2010;Jody Williams;Nobel peace laureate;A realistic vision for world peace
250;"Technology is evolving us, says Amber Case, as we become a screen-staring, button-clicking new version of homo sapiens. We now rely on ""external brains"" (cell phones and computers) to communicate, remember, even live out secondary lives. But will these machines ultimately connect or conquer us? Case offers surprising insight into our cyborg selves.";473;TEDWomen 2010;Amber Case;Cyborg Anthropologist ;We are all cyborgs now
179;It takes an entire civilization to build a toaster. Designer Thomas Thwaites found out the hard way, by attempting to build one from scratch: mining ore for steel, deriving plastic from oil ... it's frankly amazing he got as far as he got. A parable of our interconnected society, for designers and consumers alike.;651;TEDSalon London 2010;Thomas Thwaites;Designer;How I built a toaster -- from scratch
322;"There's an angry divisive tension in the air that threatens to make modern politics impossible. Elizabeth Lesser explores the two sides of human nature within us (call them ""the mystic"" and ""the warriorвЂќ) that can be harnessed to elevate the way we treat each other. She shares a simple way to begin real dialogue -- by going to lunch with someone who doesn't agree with you, and asking them three questions to find out what's really in their hearts.";668;TEDWomen 2010;Elizabeth Lesser;Wellness specialist;"Take ""the Other"" to lunch"
616;In her talk, Ali Carr-Chellman pinpoints three reasons boys are tuning out of school in droves, and lays out her bold plan to re-engage them: bringing their culture into the classroom, with new rules that let boys be boys, and video games that teach as well as entertain.;750;TEDxPSU;Ali Carr-Chellman;Instructional designer;Gaming to re-engage boys in learning
342;Days before this talk, journalist Naomi Klein was on a boat in the Gulf of Mexico, looking at the catastrophic results of BP's risky pursuit of oil. Our societies have become addicted to extreme risk in finding new energy, new financial instruments and more ... and too often, we're left to clean up a mess afterward. Klein's question: What's the backup plan?;1189;TEDWomen 2010;Naomi Klein;Author, Activist ;Addicted to risk
142;You'll never sing again, said her doctor. But in a story from the very edge of medical possibility, operatic soprano Charity Tillemann-Dick tells a double story of survival -- of her body, from a double lung transplant, and of her spirit, fueled by an unwavering will to sing. A powerful story from TEDMED 2010.;1085;TEDMED 2010;Charity Tillemann-Dick;Soprano;Singing after a double lung transplant
356;"When we throw away our plastic trash, where does it go? In this hard-hitting talk, Van Jones shows us how our throwaway culture hits poor people and poor countries ""first and worst,"" with consequences we all share no matter where we live. Ho offers some ways to reclaim our planet from plastic garbage.";769;TEDxGreatPacificGarbagePatch;Van Jones;Social justice and green energy activist;The economic injustice of plastic
55;Medical scans can produce thousands of images for a single patient in seconds, but how do doctors know what's useful? Scientific visualization expert Anders Ynnerman shows us sophisticated new tools -- like virtual autopsies -- for analyzing our data, and hints at the sci-fi-sounding medical technologies coming up next. This talk contains some graphic medical imagery.;996;TEDxGГ¶teborg 2010;Anders Ynnerman;Scientific visualization expert;Visualizing the medical data explosion
114;In this first-of-its-kind demo, Heather Knight introduces Data, a robotic stand-up comedian that does much more than rattle off one-liners -- it gathers audience feedback (using software co-developed with Scott Satkin and Varun Ramakrishna at CMU) and tunes its act as the crowd responds. Is this thing on?;364;TEDWomen 2010;Heather Knight;Roboticist ;Silicon-based comedy
920;"Speaking at a TED Salon in London, Martin Jacques asks: How do we in the West make sense of China and its phenomenal rise? The author of ""When China Rules the World,"" he examines why the West often puzzles over the growing power of the Chinese economy, and offers three building blocks for understanding what China is and will become.";1290;TEDSalon London 2010;Martin Jacques;Writer, columnist;Understanding the rise of China
98;Your medical chart: it's hard to access, impossible to read -- and full of information that could make you healthier if you just knew how to use it. At TEDMED, Thomas Goetz looks at medical data, making a bold call to redesign it and get more insight from it.;993;TEDMED 2010;Thomas Goetz;Healthcare communicator;It's time to redesign medical data
132;New Yorker cartoonist Liza Donnelly shares a portfolio of her wise and funny cartoons about modern life -- and talks about how humor can empower women to change the rules.;402;TEDWomen 2010;Liza Donnelly;Cartoonist ;Drawing on humor for change
146;"Imagine playing a video game controlled by your mind. Now imagine that game also teaches you about your own patterns of stress, relaxation and focus. Ariel Garten shows how looking at our own brain activity gives new meaning to the ancient dictum ""know thyself.""";904;TEDxToronto 2011;Ariel Garten;Artist, scientist and entrepreneur;Know thyself, with a brain scanner
58;"Diagnosed with cancer, Bruce Feiler worried first about his young family. So -- as he shares in this funny, rambling and ultimately thoughtful talk -- he asked his closest friends to become a ""council of dads,"" bringing their own lifetimes of wisdom to advise his twin daughters as they grow.";1233;TEDMED 2010;Bruce Feiler;Writer;The council of dads
76;"Architect Kate Orff sees the oyster as an agent of urban change. Bundled into beds and sunk into city rivers, oysters slurp up pollution and make legendarily dirty waters clean -- thus driving even more innovation in ""oyster-tecture."" Orff shares her vision for an urban landscape that links nature and humanity for mutual benefit.";607;TEDWomen 2010;Kate Orff;Landscape architect;Reviving New York's rivers -- with oysters!
98;America was built by makers -- curious, enthusiastic amateur inventors whose tinkering habit sparked whole new industries. At TED@MotorCity, MAKE magazine publisher Dale Dougherty says we're all makers at heart, and shows cool new tools to tinker with, like Arduinos, affordable 3D printers, even DIY satellites.;707;TED@MotorCity;Dale Dougherty;Tech publisher;We are makers
168;Media and advertising companies still use the same old demographics to understand audiences, but they're becoming increasingly harder to track online, says media researcher Johanna Blakley. As social media outgrows traditional media, and women users outnumber men, Blakley explains what changes are in store for the future of media.;507;TEDWomen 2010;Johanna Blakley;Media maven;Social media and the end of gender
350;Christopher McDougall explores the mysteries of the human desire to run. How did running help early humans survive -- and what urges from our ancient ancestors spur us on today? McDougall tells the story of the marathoner with a heart of gold, the unlikely ultra-runner, and the hidden tribe in Mexico that runs to live.;952;TEDxPennQuarter;Christopher McDougall;Journalist, runner;Are we born to run?
89;"Poet Suheir Hammad performs two spine-tingling spoken-word pieces: ""What I Will"" and ""break (clustered)"" -- meditations on war and peace, on women and power. Wait for the astonishing line: ""Do not fear what has blown up. If you must, fear the unexploded.""";353;TEDWomen 2010;Suheir Hammad;Poet, playwright;Poems of war, peace, women, power
283;Work-life balance, says Nigel Marsh, is too important to be left in the hands of your employer. Marsh lays out an ideal day balanced between family time, personal time and productivity -- and offers some stirring encouragement to make it happen.;605;TEDxSydney;Nigel Marsh;Author and marketer;How to make work-life balance work
189;Cynthia Breazeal wonders: Why can we use robots on Mars, but not in our living rooms? The key, she says, is in training robots to interact with people. Now she dreams up and builds robots that teach, learn -- and play. Watch for amazing demo footage of a new interactive game for kids.;844;TEDWomen 2010;Cynthia Breazeal;Roboticist ;The rise of personal robots
79;"They've been called the ""saints of Somalia."" Doctor Hawa Abdi and her daughter Deqo Mohamed discuss their medical clinic in Somalia, where -- in the face of civil war and open oppression of women -- they've built a hospital, a school and a community of peace.";523;TEDWomen 2010;Hawa Abdi + Deqo Mohamed;Somali doctors who treat women refugees;Mother and daughter doctor-heroes
229;How can architects build a new world of sustainable beauty? By learning from nature. Michael Pawlyn describes three habits of nature that could transform architecture and society: radical resource efficiency, closed loops, and drawing energy from the sun.;826;TEDSalon London 2010;Michael Pawlyn;Architect;Using nature's genius in architecture
93;"World champion whistler Geert Chatrou performs the whimsical ""Eleonora"" by A. Honhoff, and his own ""FГЄte de la Belle."" In a fascinating interlude, he talks about what brought him to the craft.";716;TEDxRotterdam 2010;Geert Chatrou;Whistler;A whistleblower you haven't heard
84;"The term ""compassion"" -- typically reserved for the saintly or the sappy -- has fallen out of touch with reality. At a special TEDPrize@UN, journalist Krista Tippett deconstructs the meaning of compassion through several moving stories, and proposes a new, more attainable definition for the word.";953;TEDPrize@UN;Krista Tippett;Journalist;Reconnecting with compassion
347;"Patricia Kuhl shares astonishing findings about how babies learn one language over another -- by listening to the humans around them and ""taking statistics"" on the sounds they need to know. Clever lab experiments (and brain scans) show how 6-month-old babies use sophisticated reasoning to understand their world.";617;TEDxRainier;Patricia Kuhl;Language ;The linguistic genius of babies
165;"We each want to live a life of purpose, but where to start? In this luminous, wide-ranging talk, Jacqueline Novogratz introduces us to people she's met in her work in ""patient capital"" -- people who have immersed themselves in a cause, a community, a passion for justice. These human stories carry powerful moments of inspiration.";1068;TEDWomen 2010;Jacqueline Novogratz;Investor and advocate for moral leadership;Inspiring a life of immersion
76;"Lisa Gansky, author of ""The Mesh,"" talks about a future of business that's about sharing all kinds of stuff, either via smart and tech-enabled rental or, more boldly, peer-to-peer. Examples across industries -- from music to cars -- show how close we are to this meshy future.";887;TED@MotorCity;Lisa Gansky;Entrepreneur;"The future of business is the ""mesh"""
107;"Former US Secretary of State Madeleine Albright talks bluntly about politics and diplomacy, making the case that women's issues deserve a place at the center of foreign policy. Far from being a ""soft"" issue, she says, women's issues are often the very hardest ones, dealing directly with life and death. A frank and funny Q&A with Pat Mitchell from the Paley Center.";779;TEDWomen 2010;Madeleine Albright;Former US Secretary of State;On being a woman and a diplomat
273;"We make important decisions every day -- and we often rely on experts to help us decide. But, says economist Noreena Hertz, relying too much on experts can be limiting and even dangerous. She calls for us to start democratizing expertise -- to listen not only to ""surgeons and CEOs, but also to shop staff.""";1098;TEDSalon London 2010;Noreena Hertz;Economist;How to use experts -- and when not to
38;"Maxillofacial surgeon Iain Hutchison works with people whose faces have been severely disfigured. By pushing to improve surgical techniques, he helps to improve their lives; and by commissioning their portraits, he celebrates their humanity. NOTE: This talk contains images of disfigured and badly injured faces that may be disturbing -- and Hutchison provides thoughtful answers as to why a disfigured face can shock us so deeply. Squeamish? Hide your screen from 12:10 - 13:19, but do keep listening. Portraits shown in this talk come from Mark Gilbert.";954;TEDGlobal 2010;Iain Hutchison;Facial surgeon;Saving faces: A facial surgeon's craft
555;It's been said that when an elder dies, it's as if a library is burned. Anthropologist Elizabeth Lindsey, a National Geographic Fellow, collects the deep cultural knowledge passed down as stories and lore.;613;TEDWomen 2010;Elizabeth Lindsey;Explorer, ethnographer;Curating humanity's heritage
82;Danny Hills makes a case for the next frontier of cancer research: proteomics, the study of proteins in the body. As Hillis explains it, genomics shows us a list of the ingredients of the body -- while proteomics shows us what those ingredients produce. Understanding what's going on in your body at the protein level may lead to a new understanding of how cancer happens.;1195;TEDMED 2010;Danny Hillis;Computer theorist;Understanding cancer through proteomics
97;"The three Ahn sisters (cellist Maria, pianist Lucia, violinist Angella) breathe new life into the piano trio with their passionate musicmaking. At TEDWomen, they start with the bright and poppy ""Skylife,"" by David Balakrishnan, then play a gorgeous, slinky version of ""Oblivion,"" by Astor Piazzolla.";565;TEDWomen 2010;Ahn Trio;Piano trio;A modern take on piano, violin, cello
163;As a democratic revolution led by tech-empowered young people sweeps the Arab world, Wadah Khanfar, the head of Al Jazeera, shares a profoundly optimistic view of what's happening in Egypt, Tunisia, Libya and beyond -- at this powerful moment when people realized they could step out of their houses and ask for change.;1032;TED2011;Wadah Khanfar;Journalist;A historic moment in the Arab world
378;French street artist JR uses his camera to show the world its true face, by pasting photos of the human face across massive canvases. At TED2011, he makes his audacious TED Prize wish: to use art to turn the world inside out.;1449;TED2011;JR;Street artist;My wish: Use art to turn the world inside out
190;"Wael Ghonim is the Google executive who helped jumpstart Egypt's democratic revolution ... with a Facebook page memorializing a victim of the regime's violence. Speaking at TEDxCairo, he tells the inside story of the past two months, when everyday Egyptians showed that ""the power of the people is stronger than the people in power.""";591;TED2011;Wael Ghonim;Internet activist and computer engineer;Inside the Egyptian revolution
231;America's school systems are funded by the 50 states. In this fiery talk, Bill Gates says that state budgets are riddled with accounting tricks that disguise the true cost of health care and pensions and weighted with worsening deficits -- with the financing of education at the losing end.;616;TED2011;Bill Gates;Philanthropist;How state budgets are breaking US schools
249;"Surgeon Anthony Atala demonstrates an early-stage experiment that could someday solve the organ-donor problem: a 3D printer that uses living cells to output a transplantable kidney. Using similar technology, Dr. Atala's young patient Luke Massella received an engineered bladder 10 years ago; we meet him onstage. NOTE: This talk was given in 2011, and this field of science has developed quickly since then. Read ""Criticisms & updates"" below for more details.";1044;TED2011;Anthony Atala;Surgeon;Printing a human kidney
202;"Blogger Courtney E. Martin examines the perennially loaded word ""feminism"" in this personal and heartfelt talk. She talks through the three essential paradoxes of her generation's quest to define the term for themselves.";686;TEDWomen 2010;Courtney E. Martin;Journalist;This isn't her mother's feminism
548;"Salman Khan talks about how and why he created the remarkable Khan Academy, a carefully structured series of educational videos offering complete curricula in math and, now, other subjects. He shows the power of interactive exercises, and calls for teachers to consider flipping the traditional classroom script -- give students video lectures to watch at home, and do ""homework"" in the classroom with the teacher available to help.";1227;TED2011;Sal Khan;Educator and social entrepreneur;Let's use video to reinvent education
370;"MIT researcher Deb Roy wanted to understand how his infant son learned language -- so he wired up his house with videocameras to catch every moment (with exceptions) of his son's life, then parsed 90,000 hours of home video to watch ""gaaaa"" slowly turn into ""water."" Astonishing, data-rich research with deep implications for how we learn.";1192;TED2011;Deb Roy;Cognitive scientist;The birth of a word
134;With streams and rivers drying up because of over-usage, Rob Harmon talks about a clever market mechanism to bring back the water. Farmers and beer companies find their fates intertwined in the century-old tale of Prickly Pear Creek.;526;TEDxRainier;Rob Harmon;Natural resources expert;How to keep rivers and streams flowing
226;Columnist David Brooks unpacks new insights into human nature from the cognitive sciences -- insights with massive implications for economics and politics as well as our own self-knowledge. In a talk full of humor, he shows how you can't hope to understand humans as separate individuals making choices based on their conscious awareness.;1124;TED2011;David Brooks;Op-ed columnist ;The social animal
239;We think of space as a silent place. But physicist Janna Levin says the universe has a soundtrack -- a sonic composition that records some of the most dramatic events in outer space. (Black holes, for instance, bang on spacetime like a drum.) An accessible and mind-expanding soundwalk through the universe.;1063;TED2011;Janna Levin;Physicist;The sound the universe makes
163;Volunteer firefighter Mark Bezos tells a story of an act of heroism that didn't go quite as expected -- but that taught him a big lesson: Don't wait to be a hero.;247;TED2011;Mark Bezos;Activist, volunteer firefighter;A life lesson from a volunteer firefighter
109;Lighting architect Rogier van der Heide offers a beautiful new way to look at the world -- by paying attention to light (and to darkness). Examples from classic buildings illustrate a deeply thought-out vision of the play of light around us.;1011;TEDxAmsterdam;Rogier van der Heide;Lighting designer;Why light needs darkness
645;"""If I should have a daughter, instead of Mom, she's gonna call me Point B ... "" began spoken word poet Sarah Kay, in a talk that inspired two standing ovations at TED2011. She tells the story of her metamorphosis -- from a wide-eyed teenager soaking in verse at New York's Bowery Poetry Club to a teacher connecting kids with the power of self-expression through Project V.O.I.C.E. -- and gives two breathtaking performances of ""B"" and ""Hiroshima.""";1105;TED2011;Sarah Kay;Poet;If I should have a daughter ...
268;What was the greatest invention of the industrial revolution? Hans Rosling makes the case for the washing machine. With newly designed graphics from Gapminder, Rosling shows us the magic that pops up when economic growth and electricity turn a boring wash day into an intellectual day of reading.;555;TEDWomen 2010;Hans Rosling;Global health expert;['culture', 'data', 'economics', 'women']
232;With never-before-seen video, primatologist Isabel Behncke Izquierdo (a TED Fellow) shows how bonobo ape society learns from constantly playing -- solo, with friends, even as a prelude to sex. Indeed, play appears to be the bonobos' key to problem-solving and avoiding conflict. If it works for our close cousins, why not for us?;421;TED2011;Isabel Behncke;Primatologist;Evolution's gift of play, from bonobo apes to humans
773;Glowing dogs ... mice that grow human ears ... bioethicist Paul Root Wolpe describes an astonishing series of recent bio-engineering experiments, and asks: Isn't it time to set some ground rules?;1182;TEDxPeachtree;Paul Root Wolpe;Ethicist;It's time to question bio-engineering
226;Eythor Bender of Berkeley Bionics brings onstage two amazing exoskeletons, HULC and eLEGS -- robotic add-ons that could one day allow a human to carry 200 pounds without tiring, or allow a wheelchair user to stand and walk. It's a powerful onstage demo, with implications for human potential of all kinds.;383;TED2011;Eythor Bender;Berkeley Bionics' CEO;Human exoskeletons -- for war and healing
71;"""The human voice: mysterious, spontaneous, primal."" With these words, soprano Claron McFadden invites us to explore the mysteries of breathing and singing, as she performs the intriguing modern song ""Aria,"" by John Cage.";654;TEDxAmsterdam;Claron McFadden;Soprano;Singing the primal mystery
353;Patricia Ryan is a longtime English teacher who asks a provocative question: Is the world's focus on English preventing the spread of great ideas in other languages? In other words: What if Einstein had to pass the TOEFL? It's a passionate defense of translating and sharing ideas.;635;TEDxDubai;Patricia Ryan ;Language teacher;Don't insist on English!
214;When first discovered in 2010, the Stuxnet computer worm posed a baffling puzzle. Beyond its sophistication loomed a more troubling mystery: its purpose. Ralph Langner and team helped crack the code that revealed this digital warhead's final target. In a fascinating look inside cyber-forensics, he explains how -- and makes a bold (and, it turns out, correct) guess at its shocking origins.;640;TED2011;Ralph Langner;Security consultant;Cracking Stuxnet, a 21st-century cyber weapon
102;"""Puppets always have to try to be alive,"" says Adrian Kohler of the Handspring Puppet Company, a gloriously ambitious troupe of human and wooden actors. Beginning with the tale of a hyena's subtle paw, puppeteers Kohler and Basil Jones build to the story of their latest astonishment: the wonderfully life-like Joey, the War Horse, who trots (and gallops) convincingly onto the TED stage.";1091;TED2011;Handspring Puppet Co.;Puppeteers;The genius puppetry behind War Horse
289;Sebastian Thrun helped build Google's amazing driverless car, powered by a very personal quest to save lives and reduce traffic accidents. Jawdropping video shows the DARPA Challenge-winning car motoring through busy city traffic with no one behind the wheel, and dramatic test drive footage from TED2011 demonstrates how fast the thing can really go.;254;TED2011;Sebastian Thrun;Engineer;Google's driverless car
270;"In a moving and madly viral video last year, composer Eric Whitacre led a virtual choir of singers from around the world. He talks through the creative challenges of making music powered by YouTube, and unveils the first 2 minutes of his new work, ""Sleep,"" with a video choir of 2,052. The full piece premiered a few weeks later (yes, on YouTube!).";874;TED2011;Eric Whitacre;Composer, conductor;A virtual choir 2,000 voices strong
